SchoolYear,Sector,SubSector,ulcscode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,04,85,,,,,14,16.47,71,83.53,41,48.24,44,51.76,0,0.00,0,0.00,81,95.29,0,0.00,2,2.35,0,0.00,2,2.35,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,05,82,,,,,22,26.83,60,73.17,47,57.32,35,42.68,0,0.00,0,0.00,71,86.59,7,8.54,2,2.44,0,0.00,2,2.44,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,06,84,,,,,28,33.33,56,66.67,43,51.19,41,48.81,0,0.00,0,0.00,76,90.48,2,2.38,4,4.76,0,0.00,2,2.38,
2023-2024,Charter,Phila Charters,3439,Mastery Prep Elementary Charter School,Charters,All Grades,592,,,,,124,20.95,468,79.05,289,48.82,303,51.18,4,0.68,0,0.00,538,90.88,27,4.56,13,2.20,1,0.17,9,1.52,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,00,196,,,,,29,14.80,167,85.20,95,48.47,101,51.53,0,0.00,30,15.31,56,28.57,33,16.84,34,17.35,1,0.51,42,21.43,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,01,202,,,,,47,23.27,155,76.73,96,47.52,106,52.48,0,0.00,34,16.83,63,31.19,30,14.85,22,10.89,1,0.50,52,25.74,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,02,206,,,,,37,17.96,169,82.04,97,47.09,109,52.91,0,0.00,30,14.56,63,30.58,51,24.76,10,4.85,0,0.00,52,25.24,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,03,205,,,,,31,15.12,174,84.88,114,55.61,91,44.39,0,0.00,33,16.10,62,30.24,43,20.98,11,5.37,1,0.49,55,26.83,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,04,208,,,,,49,23.56,159,76.44,97,46.63,111,53.37,0,0.00,35,16.83,57,27.40,19,9.13,15,7.21,0,0.00,82,39.42,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,05,201,,,,,31,15.42,170,84.58,105,52.24,96,47.76,0,0.00,29,14.43,66,32.84,30,14.93,16,7.96,0,0.00,60,29.85,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,06,111,,,,,31,27.93,80,72.07,51,45.95,60,54.05,0,0.00,13,11.71,33,29.73,15,13.51,4,3.60,0,0.00,46,41.44,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,07,111,,,,,22,19.82,89,80.18,48,43.24,63,56.76,0,0.00,15,13.51,29,26.13,13,11.71,12,10.81,0,0.00,42,37.84,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,08,108,,,,,26,24.07,82,75.93,43,39.81,65,60.19,1,0.93,10,9.26,30,27.78,18,16.67,8,7.41,0,0.00,41,37.96,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,09,115,,,,,26,22.61,89,77.39,47,40.87,68,59.13,0,0.00,10,8.70,33,28.70,27,23.48,10,8.70,0,0.00,35,30.43,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,10,110,,,,,22,20.00,88,80.00,50,45.45,60,54.55,0,0.00,12,10.91,34,30.91,24,21.82,13,11.82,1,0.91,26,23.64,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,11,83,,,,,16,19.28,67,80.72,41,49.40,42,50.60,0,0.00,8,9.64,28,33.73,18,21.69,8,9.64,0,0.00,21,25.30,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,12,46,,,,,9,19.57,37,80.43,21,45.65,25,54.35,1,2.17,5,10.87,15,32.61,14,30.43,5,10.87,0,0.00,6,13.04,
2023-2024,Charter,Phila Charters,3440,MaST Community Charter School II,Charters,All Grades,1902,,,,,376,19.77,1526,80.23,905,47.58,997,52.42,2,0.11,264,13.88,569,29.92,335,17.61,168,8.83,4,0.21,560,29.44,
2023-2024,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,09,146,,,,,32,21.92,114,78.08,82,56.16,64,43.84,0,0.00,0,0.00,140,95.89,5,3.42,1,0.68,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,10,130,,,,,34,26.15,96,73.85,80,61.54,50,38.46,0,0.00,0,0.00,123,94.62,5,3.85,1,0.77,0,0.00,1,0.77,
2023-2024,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,11,124,,,,,29,23.39,95,76.61,66,53.23,58,46.77,0,0.00,0,0.00,117,94.35,3,2.42,4,3.23,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,12,94,,,,,14,14.89,80,85.11,44,46.81,50,53.19,0,0.00,0,0.00,82,87.23,7,7.45,3,3.19,0,0.00,2,2.13,
2023-2024,Charter,Phila Charters,3441,TECH Freire Charter School,Charters,All Grades,494,,,,,109,22.06,385,77.94,272,55.06,222,44.94,0,0.00,0,0.00,462,93.52,20,4.05,9,1.82,0,0.00,3,0.61,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,00,102,,,,,0,0.00,102,100.00,54,52.94,48,47.06,0,0.00,0,0.00,96,94.12,0,0.00,2,1.96,0,0.00,4,3.92,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,01,93,,,,,17,18.28,76,81.72,54,58.06,39,41.94,0,0.00,0,0.00,90,96.77,1,1.08,1,1.08,0,0.00,1,1.08,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,02,104,,,,,19,18.27,85,81.73,59,56.73,45,43.27,1,0.96,0,0.00,95,91.35,5,4.81,3,2.88,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,03,107,,,,,23,21.50,84,78.50,53,49.53,54,50.47,1,0.93,0,0.00,95,88.79,1,0.93,5,4.67,0,0.00,5,4.67,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,04,101,,,,,25,24.75,76,75.25,45,44.55,56,55.45,0,0.00,0,0.00,93,92.08,3,2.97,1,0.99,0,0.00,4,3.96,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,05,102,,,,,30,29.41,72,70.59,58,56.86,44,43.14,0,0.00,0,0.00,92,90.20,9,8.82,0,0.00,0,0.00,1,0.98,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,06,83,,,,,31,37.35,52,62.65,32,38.55,51,61.45,0,0.00,0,0.00,80,96.39,0,0.00,0,0.00,0,0.00,3,3.61,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,07,85,,,,,32,37.65,53,62.35,38,44.71,47,55.29,0,0.00,0,0.00,80,94.12,1,1.18,4,4.71,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,08,67,,,,,19,28.36,48,71.64,35,52.24,32,47.76,0,0.00,0,0.00,62,92.54,0,0.00,3,4.48,0,0.00,2,2.99,
2023-2024,Charter,Phila Charters,3442,Independence Charter School West,Charters,All Grades,844,,,,,196,23.22,648,76.78,428,50.71,416,49.29,2,0.24,0,0.00,783,92.77,20,2.37,19,2.25,0,0.00,20,2.37,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,00,91,,,,,12,13.19,79,86.81,47,51.65,44,48.35,1,1.10,0,0.00,85,93.41,4,4.40,1,1.10,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,01,98,,,,,15,15.31,83,84.69,49,50.00,49,50.00,1,1.02,0,0.00,93,94.90,2,2.04,0,0.00,1,1.02,1,1.02,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,02,95,,,,,22,23.16,73,76.84,49,51.58,46,48.42,0,0.00,0,0.00,91,95.79,2,2.11,2,2.11,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,03,103,,,,,8,7.77,95,92.23,59,57.28,44,42.72,0,0.00,0,0.00,101,98.06,1,0.97,1,0.97,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,04,101,,,,,36,35.64,65,64.36,42,41.58,59,58.42,1,0.99,0,0.00,97,96.04,1,0.99,1,0.99,0,0.00,1,0.99,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,05,94,,,,,24,25.53,70,74.47,46,48.94,48,51.06,0,0.00,0,0.00,89,94.68,2,2.13,2,2.13,0,0.00,1,1.06,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,06,91,,,,,28,30.77,63,69.23,34,37.36,57,62.64,0,0.00,0,0.00,89,97.80,1,1.10,1,1.10,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,07,87,,,,,26,29.89,61,70.11,44,50.57,43,49.43,0,0.00,0,0.00,85,97.70,0,0.00,2,2.30,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,08,85,,,,,29,34.12,56,65.88,48,56.47,37,43.53,0,0.00,0,0.00,81,95.29,2,2.35,2,2.35,0,0.00,0,0.00,
2023-2024,Charter,Phila Charters,3443,KIPP West Philadelphia Charter School,Charters,All Grades,845,,,,,200,23.67,645,76.33,418,49.47,427,50.53,3,0.36,0,0.00,811,95.98,15,1.78,12,1.42,1,0.12,3,0.36,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,00,105,,,,,22,20.95,83,79.05,59,56.19,46,43.81,0,0.00,11,10.48,33,31.43,17,16.19,15,14.29,0,0.00,29,27.62,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,01,103,,,,,26,25.24,77,74.76,59,57.28,44,42.72,0,0.00,7,6.80,34,33.01,20,19.42,15,14.56,0,0.00,27,26.21,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,02,102,,,,,20,19.61,82,80.39,54,52.94,48,47.06,0,0.00,12,11.76,34,33.33,19,18.63,11,10.78,0,0.00,26,25.49,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,03,105,,,,,22,20.95,83,79.05,59,56.19,46,43.81,1,0.95,9,8.57,39,37.14,25,23.81,12,11.43,0,0.00,19,18.10,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,04,152,,,,,32,21.05,120,78.95,68,44.74,84,55.26,0,0.00,14,9.21,49,32.24,23,15.13,28,18.42,0,0.00,38,25.00,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,05,150,,,,,28,18.67,122,81.33,76,50.67,74,49.33,1,0.67,14,9.33,51,34.00,31,20.67,9,6.00,0,0.00,44,29.33,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,06,152,,,,,46,30.26,106,69.74,65,42.76,87,57.24,0,0.00,12,7.89,66,43.42,32,21.05,9,5.92,1,0.66,32,21.05,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,07,149,,,,,29,19.46,120,80.54,70,46.98,79,53.02,1,0.67,8,5.37,55,36.91,31,20.81,16,10.74,0,0.00,38,25.50,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,08,146,,,,,30,20.55,116,79.45,74,50.68,72,49.32,0,0.00,11,7.53,71,48.63,27,18.49,10,6.85,1,0.68,26,17.81,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,09,144,,,,,34,23.61,110,76.39,73,50.69,71,49.31,0,0.00,17,11.81,61,42.36,24,16.67,13,9.03,0,0.00,29,20.14,
2023-2024,Charter,Phila Charters,3445,MAST III Charter School,Charters,All Grades,1308,,,,,289,22.09,1019,77.91,657,50.23,651,49.77,3,0.23,115,8.79,493,37.69,249,19.04,138,10.55,2,0.15,308,23.55,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,00,82,,,,,0,0.00,82,100.00,41,50.00,41,50.00,2,2.44,1,1.22,58,70.73,2,2.44,12,14.63,0,0.00,7,8.54,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,01,78,,,,,11,14.10,67,85.90,41,52.56,37,47.44,0,0.00,1,1.28,67,85.90,1,1.28,5,6.41,0,0.00,4,5.13,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,02,79,,,,,20,25.32,59,74.68,38,48.10,41,51.90,0,0.00,1,1.27,60,75.95,2,2.53,12,15.19,0,0.00,4,5.06,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,03,91,,,,,19,20.88,72,79.12,42,46.15,49,53.85,0,0.00,3,3.30,68,74.73,1,1.10,15,16.48,0,0.00,4,4.40,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,04,107,,,,,32,29.91,75,70.09,54,50.47,53,49.53,0,0.00,2,1.87,78,72.90,5,4.67,14,13.08,0,0.00,8,7.48,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,05,54,,,,,20,37.04,34,62.96,24,44.44,30,55.56,0,0.00,1,1.85,43,79.63,2,3.70,4,7.41,0,0.00,4,7.41,
2023-2024,Charter,Phila Charters,3446,Philadelphia Hebrew Public Charter School,Charters,All Grades,491,,,,,102,20.77,389,79.23,240,48.88,251,51.12,2,0.41,9,1.83,374,76.17,13,2.65,62,12.63,0,0.00,31,6.31,
2023-2024,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,09,5,0,0.00,5,100.00,0,0.00,5,100.00,4,80.00,1,20.00,0,0.00,0,0.00,3,60.00,2,40.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,10,22,0,0.00,22,100.00,0,0.00,22,100.00,10,45.45,12,54.55,0,0.00,0,0.00,12,54.55,7,31.82,1,4.55,0,0.00,2,9.09,
2023-2024,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,11,23,0,0.00,23,100.00,1,4.35,22,95.65,10,43.48,13,56.52,1,4.35,0,0.00,13,56.52,7,30.43,0,0.00,0,0.00,2,8.70,
2023-2024,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,12,50,2,4.00,48,96.00,8,16.00,42,84.00,25,50.00,25,50.00,0,0.00,0,0.00,24,48.00,20,40.00,3,6.00,0,0.00,3,6.00,
2023-2024,Alternative,Alt Contracted,3510,El Centro de Estudiantes (Big Picture),Opportunity,All Grades,100,2,2.00,98,98.00,9,9.00,91,91.00,49,49.00,51,51.00,1,1.00,0,0.00,52,52.00,36,36.00,4,4.00,0,0.00,7,7.00,1.60
2023-2024,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,09,11,0,0.00,11,100.00,2,18.18,9,81.82,7,63.64,4,36.36,0,0.00,0,0.00,11,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,10,38,2,5.26,36,94.74,2,5.26,36,94.74,18,47.37,20,52.63,0,0.00,0,0.00,35,92.11,1,2.63,2,5.26,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,11,39,1,2.56,38,97.44,5,12.82,34,87.18,19,48.72,20,51.28,0,0.00,2,5.13,37,94.87,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,12,38,0,0.00,38,100.00,3,7.89,35,92.11,18,47.37,20,52.63,0,0.00,0,0.00,38,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3810,One Bright Ray - Elmwood Campus,Opportunity,All Grades,126,3,2.38,123,97.62,12,9.52,114,90.48,62,49.21,64,50.79,0,0.00,2,1.59,121,96.03,1,0.79,2,1.59,0,0.00,0,0.00,0.00
2023-2024,Alternative,Alt Contracted,3820,Achieve Academy East,Opportunity,07,8,1,12.50,7,87.50,1,12.50,7,87.50,3,37.50,5,62.50,0,0.00,0,0.00,6,75.00,2,25.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3820,Achieve Academy East,Opportunity,08,19,3,15.79,16,84.21,1,5.26,18,94.74,7,36.84,12,63.16,0,0.00,1,5.26,14,73.68,4,21.05,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3820,Achieve Academy East,Opportunity,09,10,1,10.00,9,90.00,1,10.00,9,90.00,5,50.00,5,50.00,0,0.00,0,0.00,6,60.00,3,30.00,1,10.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3820,Achieve Academy East,Opportunity,10,12,0,0.00,12,100.00,1,8.33,11,91.67,5,41.67,7,58.33,0,0.00,0,0.00,7,58.33,4,33.33,1,8.33,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3820,Achieve Academy East,Opportunity,11,5,1,20.00,4,80.00,1,20.00,4,80.00,1,20.00,4,80.00,0,0.00,0,0.00,3,60.00,2,40.00,0,0.00,0,0.00,0,0.00,
2023-2024,Alternative,Alt Contracted,3820,Achieve Academy East,Opportunity,12,1,0,0.00,1,100.00,0,0.00,1,100.00,0,0.00,1,100.00,0,0.00,0,0.00,1,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
